STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
DELHI UT,NORTH EAST,2003,54,64,5,53,0,53,182,133,49,4,21,56,130,796,459,337,4,30,92,6,0,222,20,41,5,128,0,39,1173,3125,1
DELHI UT,SOUTH,2003,86,52,10,83,0,83,134,102,32,4,12,57,375,3307,1790,1517,19,95,334,1,8,220,24,89,21,199,0,79,3231,8440,1
DELHI UT,SOUTH WEST,2003,45,45,5,57,0,57,118,73,45,3,4,60,368,1396,716,680,21,47,157,0,12,148,22,52,26,119,0,21,2453,5179,1
DELHI UT,WEST,2003,72,51,6,70,0,70,105,73,32,3,14,53,215,2035,1155,880,4,35,139,2,7,237,10,58,4,168,0,53,3736,7077,1
ANDHRA PRADESH,ADILABAD,2004,113,83,11,50,0,50,48,42,6,4,0,9,177,256,46,210,88,34,152,5,30,1266,14,135,71,296,0,271,1898,5011,1
ANDHRA PRADESH,ANANTAPUR,2004,152,79,5,20,0,20,51,31,20,8,0,35,208,442,199,243,143,24,119,2,51,1142,11,196,50,147,0,299,1112,4296,1
ANDHRA PRADESH,CHITTOOR,2004,105,52,1,28,0,28,69,27,42,8,0,17,337,1055,221,834,82,26,267,3,30,1065,22,116,197,234,0,2058,1188,6960,1
ANDHRA PRADESH,CYBERABAD,2004,145,74,8,40,0,40,69,69,0,12,0,43,941,1697,405,1292,32,29,647,6,21,2922,43,106,85,517,0,788,1686,9911,1
ANDHRA PRADESH,EAST GODAVARI,2004,96,101,1,31,0,31,47,23,24,3,0,17,392,1106,171,935,105,86,251,12,23,3023,13,112,105,293,0,473,1451,7741,1
ANDHRA PRADESH,GUNTUR,2004,163,96,0,46,0,46,88,60,28,5,0,36,349,1479,110,1369,133,44,405,9,58,1714,32,186,104,397,0,437,2763,8544,1
ANDHRA PRADESH,HYDERABAD CITY,2004,121,135,1,56,0,56,136,62,74,11,2,71,1359,5735,2078,3657,141,110,2160,19,37,4837,29,144,206,1142,2,482,1932,18868,1
ANDHRA PRADESH,KARIMNAGAR,2004,123,93,9,85,0,85,124,98,26,7,0,25,236,540,75,465,184,55,444,12,64,2902,61,370,155,717,0,360,1482,8048,1
ANDHRA PRADESH,KHAMMAM,2004,108,52,4,43,0,43,70,46,24,6,0,23,242,482,85,397,122,37,166,0,45,1136,18,176,310,400,0,352,2136,5928,1
ANDHRA PRADESH,KURNOOL,2004,112,96,3,29,0,29,46,32,14,5,0,15,179,328,101,227,125,22,221,6,48,1271,6,242,157,230,0,357,1874,5372,1
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,87,23,56,0,56,63,52,11,15,0,36,290,479,2,477,171,38,109,7,40,902,21,164,10,251,0,522,1078,4545,1
ANDHRA PRADESH,MEDAK,2004,127,36,10,52,0,52,49,32,17,10,0,19,257,505,88,417,53,33,139,11,55,1888,41,86,54,229,0,449,686,4789,1
ANDHRA PRADESH,NALGONDA,2004,118,59,5,46,0,46,72,57,15,4,0,26,205,401,83,318,115,26,156,5,69,1368,34,200,66,272,0,528,2234,6009,1
ANDHRA PRADESH,NELLORE,2004,94,248,13,107,0,107,72,55,17,49,0,40,421,873,219,654,263,24,307,2,62,1919,11,173,88,142,0,516,1623,7047,1
ANDHRA PRADESH,NIZAMABAD,2004,96,54,27,24,0,24,56,19,37,14,0,29,349,360,36,324,81,20,174,3,40,1856,17,74,46,339,0,247,898,4804,1
ANDHRA PRADESH,PRAKASHAM,2004,103,93,4,19,0,19,44,37,7,8,0,22,158,298,94,204,45,24,116,3,27,1473,6,130,24,146,0,296,842,3881,1
ANDHRA PRADESH,VIJAYAWADA,2004,46,43,1,19,0,19,76,43,33,4,0,29,555,2272,356,1916,12,27,531,6,17,2218,10,132,196,678,0,240,547,7659,1
ANDHRA PRADESH,WARANGAL,2004,111,67,7,53,0,53,125,88,37,9,0,31,352,670,175,495,304,9,400,6,0,1902,43,228,0,162,0,434,2804,7717,1
ANDHRA PRADESH,WEST GODAVARI,2004,72,108,3,81,0,81,66,43,23,0,0,13,345,1247,197,1050,57,78,349,8,40,1798,17,301,104,518,0,437,1728,7370,1
ASSAM,BARPETA,2004,48,6,1,50,0,50,74,60,14,21,2,28,84,238,2,236,241,13,42,6,12,185,8,25,4,102,0,40,313,1543,1
ASSAM,CACHAR,2004,46,30,3,46,0,46,112,92,20,21,0,15,249,411,31,380,388,61,66,3,42,196,4,114,0,256,0,306,1149,3518,1
ASSAM,DARRANG,2004,69,16,1,55,0,55,59,38,21,33,4,31,126,262,21,241,93,19,21,0,29,364,7,55,0,38,0,66,305,1653,1
ASSAM,DHUBRI,2004,53,15,1,79,0,79,75,65,10,21,2,11,68,136,5,131,546,73,43,2,23,324,9,110,1,183,0,206,179,2160,1
ASSAM,DIBRUGARH,2004,125,19,3,58,0,58,88,68,20,7,2,14,107,350,19,331,62,22,24,5,22,478,4,50,0,63,0,191,380,2074,1
ASSAM,GOLAGHAT,2004,71,11,9,62,0,62,91,70,21,14,1,34,91,310,29,281,4,30,27,0,23,323,0,31,0,79,0,72,231,1514,1
ASSAM,KAMRUP,2004,15,13,6,59,0,59,193,110,83,20,2,54,170,298,69,229,417,55,72,3,8,321,3,26,0,67,0,54,703,2559,1
ASSAM,LAKHIMPUR,2004,31,20,2,56,0,56,97,94,3,10,0,13,2,291,3,288,81,13,40,10,17,348,1,46,0,112,0,81,207,1478,1
ASSAM,NAGAON,2004,79,44,1,91,0,91,139,134,5,61,3,32,237,433,68,365,346,49,54,5,31,595,6,69,5,203,0,238,756,3477,1
ASSAM,SIBSAGAR,2004,55,12,1,49,0,49,81,81,0,2,3,9,67,238,25,213,62,26,44,3,18,149,0,12,0,92,0,55,536,1514,1
ASSAM,SONITPUR,2004,87,30,2,87,0,87,108,101,7,23,0,33,181,392,5,387,156,33,54,0,8,462,5,60,0,167,0,175,576,2639,1
ASSAM,TINSUKIA,2004,117,22,11,45,0,45,67,51,16,17,0,37,86,336,29,307,11,14,30,0,19,176,1,31,0,53,0,110,340,1523,1
BIHAR,ARARIA,2004,66,59,12,34,0,34,84,22,62,34,3,60,42,186,35,151,325,59,66,0,28,161,11,13,0,27,0,23,742,2035,1
BIHAR,AURANGABAD,2004,77,0,0,18,0,18,31,27,4,41,0,46,80,214,17,197,235,0,23,0,0,0,40,0,0,33,0,0,1580,2418,1
BIHAR,BAGAHA,2004,49,92,3,23,0,23,88,15,73,7,0,15,24,66,1,65,153,12,32,0,10,301,5,12,0,7,0,13,65,977,1
BIHAR,BANKA,2004,71,12,4,44,0,44,40,22,18,44,2,26,65,99,4,95,175,14,19,0,11,9,25,5,0,15,0,39,659,1378,1
BIHAR,BEGUSARAI,2004,107,103,6,23,0,23,123,8,115,19,1,83,71,323,15,308,204,93,56,1,12,173,15,5,0,55,0,83,1554,3110,1
BIHAR,BETTIAH,2004,108,62,9,128,0,128,226,40,186,23,3,52,55,301,2,299,682,178,287,3,18,2642,29,9,0,161,0,30,229,5235,1
BIHAR,BHAGALPUR,2004,133,88,6,63,0,63,95,59,36,32,7,54,140,393,65,328,239,71,106,0,20,50,12,13,0,226,0,69,1545,3362,1
BIHAR,BHOJPUR,2004,108,211,3,9,0,9,30,9,21,43,0,57,100,285,19,266,232,38,20,0,48,90,34,42,0,68,0,81,2296,3795,1
BIHAR,BUXAR,2004,70,65,2,13,0,13,51,5,46,41,2,36,88,235,4,231,223,63,60,1,20,401,21,13,0,37,1,161,700,2304,1
BIHAR,DARBHANGA,2004,55,20,11,59,0,59,60,15,45,28,1,53,33,138,4,134,420,91,75,0,16,2,33,0,0,70,6,64,1848,3083,1
BIHAR,GAYA,2004,163,178,15,19,0,19,70,30,40,104,7,168,127,461,161,300,391,18,27,2,36,540,36,42,0,58,0,108,966,3536,1
BIHAR,GOPALGANJ,2004,77,132,8,39,0,39,78,27,51,23,2,67,69,163,24,139,185,70,75,0,8,5,38,5,9,132,0,6,1533,2724,1
BIHAR,JAMUI,2004,79,74,0,31,0,31,71,11,60,31,0,26,39,77,6,71,152,6,47,0,13,313,11,29,0,45,0,24,320,1388,1
BIHAR,KATIHAR,2004,71,22,7,79,0,79,71,34,37,26,2,27,55,159,26,133,171,44,38,1,19,175,19,9,0,34,0,66,804,1899,1
BIHAR,MADHUBANI,2004,60,91,0,61,0,61,69,33,36,57,0,43,67,224,4,220,338,0,27,2,2,612,34,121,0,111,0,14,788,2721,1
BIHAR,MOTIHARI,2004,120,69,8,29,0,29,129,56,73,22,4,79,127,378,11,367,365,80,135,2,26,532,45,15,0,93,0,81,1992,4331,1
BIHAR,NALANDA,2004,220,139,15,43,0,43,144,32,112,30,4,65,72,388,13,375,191,23,78,0,32,605,68,43,0,110,3,129,1001,3403,1
BIHAR,NAWADAH,2004,78,101,7,37,0,37,67,12,55,28,2,40,38,79,7,72,245,23,33,0,13,145,16,5,0,23,0,121,671,1772,1
BIHAR,PURNEA,2004,128,41,6,62,0,62,76,6,70,72,4,144,82,242,64,178,202,6,8,2,13,9,11,3,0,19,2,61,1082,2275,1
BIHAR,ROHTAS,2004,130,215,10,12,0,12,44,14,30,17,2,53,107,265,37,228,204,50,28,9,0,72,35,38,0,36,0,96,1431,2854,1
BIHAR,SAMASTIPUR,2004,118,145,21,28,0,28,123,16,107,17,15,58,102,292,45,247,274,41,47,0,57,284,44,9,0,40,21,43,1380,3159,1
BIHAR,SARAN,2004,160,44,6,17,0,17,159,51,108,47,2,112,133,258,56,202,330,58,126,9,31,849,38,12,0,258,2,48,2152,4851,1
BIHAR,SITAMARHI,2004,80,26,2,70,0,70,112,30,82,16,1,34,82,230,14,216,206,75,47,2,19,129,21,9,0,100,0,37,1436,2734,1
BIHAR,SIWAN,2004,125,57,9,7,0,7,104,39,65,54,2,146,77,165,32,133,223,30,42,1,21,487,33,6,0,74,0,85,546,2294,1
BIHAR,VAISHALI,2004,99,152,8,42,0,42,217,105,112,9,1,72,84,385,71,314,214,75,272,1,25,362,98,26,1,248,0,95,2546,5032,1
CHHATTISGARH,BILASPUR,2004,83,53,3,61,0,61,21,21,0,2,0,36,585,704,220,484,164,9,47,4,34,288,9,179,8,102,0,166,2769,5327,1
CHHATTISGARH,DURG,2004,55,58,0,124,0,124,41,30,11,2,0,50,576,813,227,586,53,19,73,7,31,563,10,253,23,114,0,241,3412,6518,1
CHHATTISGARH,RAIPUR,2004,84,59,4,143,0,143,31,27,4,6,0,42,559,927,349,578,77,24,71,13,24,492,10,253,19,134,0,384,3614,6970,1
CHHATTISGARH,SARGUJA,2004,111,47,1,123,0,123,13,13,0,8,0,44,307,306,64,242,111,5,27,3,29,250,2,148,1,64,0,0,1165,2765,1
GUJARAT,BHAVNAGAR,2004,53,21,0,22,0,22,71,60,11,20,0,87,319,718,219,499,141,99,112,14,32,113,0,41,74,137,0,6,3261,5341,1
GUJARAT,SURAT COMMR.,2004,74,8,5,24,0,24,72,47,25,31,1,61,317,1543,1063,480,62,46,140,10,9,467,17,21,6,102,0,383,732,4131,1
GUJARAT,VADODARA RURAL,2004,85,9,5,22,0,22,56,54,2,12,0,20,101,296,58,238,38,77,18,0,13,496,0,43,0,84,0,194,1573,3142,1
HARYANA,FARIDABAD,2004,67,31,6,42,0,42,66,49,17,4,18,23,227,815,546,269,156,95,30,4,4,346,28,45,585,157,0,15,2821,5585,1
HARYANA,GURGAON,2004,66,40,6,36,0,36,55,34,21,16,22,33,283,1045,746,299,67,47,42,3,7,226,21,21,18,115,0,11,1897,4077,1
JAMMU & KASHMIR,ANANTNAG,2004,70,109,1,17,0,17,60,49,11,7,0,30,151,92,32,60,55,11,20,5,39,24,0,88,24,0,0,24,646,1473,1
JAMMU & KASHMIR,BARAMULLA,2004,86,83,2,15,0,15,87,74,13,0,0,6,139,197,29,168,116,6,17,1,32,18,1,167,36,0,0,0,806,1815,1
JAMMU & KASHMIR,SRINAGAR,2004,45,130,2,24,0,24,115,92,23,3,0,48,223,430,229,201,153,17,56,9,33,24,0,261,55,16,0,40,1153,2837,1
JHARKHAND,BOKARO,2004,58,108,2,48,0,48,40,26,14,40,5,64,132,445,95,350,180,28,24,2,10,432,29,32,0,16,0,118,381,2194,1
JHARKHAND,CHAIBASA,2004,134,42,38,37,0,37,19,9,10,7,0,14,34,98,5,93,34,15,2,0,9,17,0,17,0,8,0,1,204,730,1
JHARKHAND,DHANBAD,2004,88,42,13,38,0,38,72,25,47,69,14,64,149,493,31,462,237,40,61,1,9,135,36,53,3,19,0,4,1561,3201,1
JHARKHAND,GUMLA,2004,108,32,8,31,0,31,9,8,1,23,2,41,37,58,7,51,32,10,6,0,0,2,1,4,0,14,0,6,265,689,1
JHARKHAND,HAZARIBAGH,2004,86,59,11,71,0,71,33,18,15,60,9,66,103,537,44,493,198,16,73,0,14,102,31,27,0,90,0,0,1035,2621,1
JHARKHAND,JAMSHEDPUR,2004,81,180,9,76,0,76,50,18,32,8,1,29,156,539,135,404,114,60,64,0,19,93,12,40,0,72,0,3,1149,2755,1
JHARKHAND,RANCHI,2004,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306,1
KARNATAKA,BANGALORE RURAL,2004,152,88,2,29,0,29,42,20,22,17,0,42,539,1038,249,789,477,21,142,3,17,1128,31,104,0,94,0,0,4118,8084,1
KARNATAKA,BELGAUM,2004,106,81,2,5,0,5,26,12,14,14,1,30,188,291,114,177,255,14,144,0,19,773,6,56,0,109,0,33,2504,4657,1
KARNATAKA,GULBARGA,2004,102,133,4,23,1,22,40,35,5,7,9,27,203,251,89,162,513,15,60,0,45,1221,7,122,0,98,0,15,1789,4684,1
MADHYA PRADESH,BHOPAL,2004,71,91,0,84,0,84,43,38,5,2,4,106,950,2110,890,1220,129,28,114,8,22,751,29,251,30,152,0,171,10572,15718,1
MADHYA PRADESH,CHHINDWARA,2004,66,28,2,132,0,132,15,12,3,2,2,15,195,278,91,187,47,10,30,1,12,1149,8,204,31,138,0,117,1644,4126,1
MADHYA PRADESH,DEWAS,2004,48,93,0,82,0,82,30,21,9,10,7,70,315,853,165,688,107,14,47,0,40,459,16,193,55,216,0,150,4392,7197,1
MADHYA PRADESH,DHAR,2004,100,78,0,109,0,109,30,29,1,5,1,38,249,535,139,396,69,30,12,0,28,688,48,154,18,112,0,151,2590,5045,1
MADHYA PRADESH,GWALIOR,2004,86,145,13,58,0,58,52,34,18,8,6,109,882,1350,643,707,140,23,82,6,19,961,31,180,9,147,0,205,3916,8428,1
MADHYA PRADESH,INDORE,2004,107,136,6,97,0,97,47,30,17,10,4,121,838,2610,1337,1273,117,97,149,1,30,1270,35,269,69,294,0,367,8676,15350,1
MADHYA PRADESH,JABALPUR,2004,84,178,0,102,0,102,39,26,13,4,8,79,596,1048,539,509,82,27,119,4,46,3487,42,227,113,115,0,209,2915,9524,1
MADHYA PRADESH,JHABUA,2004,139,87,2,22,0,22,43,42,1,2,1,12,89,183,37,146,27,2,3,0,42,574,1,73,0,12,0,0,1252,2566,1
MADHYA PRADESH,REWA,2004,65,28,0,52,0,52,36,18,18,3,3,74,707,486,155,331,76,4,23,1,31,630,39,123,3,50,0,144,1900,4478,1
MADHYA PRADESH,SAGAR,2004,69,89,0,141,0,141,30,23,7,0,0,40,348,449,75,374,87,12,20,0,28,2591,40,338,26,161,0,105,2569,7143,1
MADHYA PRADESH,SHIVPURI,2004,78,49,0,61,0,61,28,13,15,7,4,32,196,304,68,236,53,1,14,0,22,390,7,113,0,36,0,101,2328,3824,1
MADHYA PRADESH,UJJAIN,2004,62,136,0,65,0,65,36,27,9,10,2,58,617,1592,278,1314,100,20,48,1,29,709,13,187,36,192,0,117,4655,8685,1
MAHARASHTRA,AHMEDNAGAR,2004,98,57,0,41,0,41,25,13,12,30,10,108,309,969,289,680,175,25,114,1,35,618,0,73,0,277,0,452,1321,4738,1
MAHARASHTRA,NAGPUR COMMR.,2004,112,56,2,41,0,41,49,38,11,21,33,178,1107,2447,919,1528,199,37,194,6,22,915,9,41,52,156,0,228,2613,8518,1
MAHARASHTRA,NAGPUR RURAL,2004,71,27,7,48,0,48,27,22,5,5,7,49,321,1075,93,982,128,20,49,2,54,829,8,104,44,83,0,353,1573,4884,1
MAHARASHTRA,NANDED,2004,91,82,3,31,0,31,23,16,7,24,17,68,395,619,96,523,235,23,79,3,72,1492,16,78,12,198,0,152,1974,5687,1
MAHARASHTRA,NASIK RURAL,2004,97,41,2,33,0,33,24,18,6,13,11,29,240,462,97,365,293,37,130,5,17,808,11,86,43,371,0,469,1122,4344,1
MAHARASHTRA,NAVI MUMBAI,2004,61,32,0,17,0,17,19,14,5,30,24,99,323,1086,518,568,97,41,174,1,4,444,2,33,5,51,0,369,776,3688,1
MAHARASHTRA,PUNE COMMR.,2004,100,76,3,63,0,63,70,51,19,24,13,130,843,3905,2076,1829,524,67,433,2,9,1153,0,67,98,174,0,427,2573,10754,1
MAHARASHTRA,PUNE RURAL,2004,132,31,7,31,0,31,26,18,8,32,10,70,360,854,310,544,137,42,120,1,20,503,10,72,13,154,0,728,1477,4830,1
MAHARASHTRA,SOLAPUR RURAL,2004,96,43,9,41,0,41,18,10,8,16,5,34,166,435,113,322,140,24,23,1,14,565,10,55,20,124,0,337,814,2990,1
MAHARASHTRA,THANE COMMR.,2004,115,72,1,57,0,57,67,46,21,33,18,159,1089,2114,831,1283,244,76,523,8,12,1657,7,87,36,190,0,271,450,7286,1
MAHARASHTRA,THANE RURAL,2004,144,44,5,60,0,60,42,26,16,37,12,83,494,623,184,439,193,54,112,2,25,760,10,100,41,105,0,486,818,4250,1
MAHARASHTRA,YAVATMAL,2004,79,62,13,62,0,62,42,39,3,7,3,33,275,1024,92,932,86,13,45,7,63,1177,11,129,23,206,0,183,1374,4917,1
ODISHA,CUTTACK,2004,41,120,0,45,0,45,51,38,13,29,0,129,296,729,303,426,77,20,84,0,17,189,50,64,4,126,0,173,1729,3973,1
ODISHA,KHURDA,2004,61,62,1,44,0,44,57,42,15,39,0,174,561,1130,541,589,69,43,188,0,20,1198,20,49,7,64,0,167,1383,5337,1
ODISHA,MAYURBHANJ,2004,77,66,1,84,0,84,26,25,1,5,0,29,115,229,21,208,25,17,24,0,12,23,21,102,0,125,0,152,1101,2234,1
PUNJAB,LUDHIANA,2004,53,55,12,48,0,48,70,46,24,0,18,8,145,369,208,161,0,31,333,2,2,232,5,33,23,104,0,288,1046,2877,1
RAJASTHAN,AJMER,2004,41,82,2,48,0,48,101,101,0,6,1,47,378,817,304,513,60,19,347,3,18,611,8,78,0,371,0,337,3400,6775,1
RAJASTHAN,ALWAR,2004,60,98,0,43,0,43,86,67,19,0,3,31,203,1138,459,679,85,23,327,4,29,2036,30,98,0,276,0,348,2245,7163,1
RAJASTHAN,BHARATPUR,2004,92,134,1,44,0,44,128,91,37,7,10,26,99,821,198,623,3,40,322,2,44,1186,16,52,0,295,0,211,3995,7528,1
RAJASTHAN,BHILWARA,2004,37,43,4,44,0,44,157,118,39,2,1,55,292,846,319,527,186,15,383,2,23,106,11,121,6,342,0,249,3372,6297,1
RAJASTHAN,BUNDI,2004,17,102,0,47,0,47,99,84,15,0,0,17,128,366,96,270,88,13,128,1,23,992,4,141,3,228,0,99,1658,4154,1
RAJASTHAN,CHITTORGARH,2004,51,46,1,67,0,67,184,144,40,2,2,40,298,673,225,448,138,44,284,4,40,2313,7,165,4,501,0,195,1802,6861,1
RAJASTHAN,GANGANAGAR,2004,58,106,2,50,0,50,69,61,8,0,2,12,233,480,129,351,20,58,532,6,16,1215,20,46,2,450,0,141,1994,5512,1
RAJASTHAN,JAIPUR,2004,83,116,10,81,0,81,227,182,45,10,4,63,939,4032,1886,2146,821,265,1581,16,35,1707,39,240,3,536,0,890,8511,20209,1
RAJASTHAN,JHALAWAR,2004,46,98,4,40,0,40,88,61,27,0,6,38,179,438,140,298,90,8,78,2,49,1102,4,167,5,258,0,75,1063,3838,1
RAJASTHAN,KOTA,2004,47,300,4,42,0,42,137,124,13,1,2,50,325,1201,600,601,59,43,409,3,39,497,10,186,1,400,0,175,3290,7221,1
RAJASTHAN,PALI,2004,42,59,9,31,0,31,90,83,7,0,0,19,223,453,143,310,39,31,221,1,35,38,12,127,0,239,0,229,3431,5329,1
RAJASTHAN,UDAIPUR,2004,59,76,3,57,0,57,134,115,19,3,1,75,308,618,219,399,294,34,437,1,52,1754,14,102,2,199,0,306,2654,7183,1
TAMIL NADU,SALEM RURAL,2004,73,178,1,56,0,56,102,101,1,6,8,28,92,245,30,215,160,4,113,2,53,2153,12,337,17,254,0,322,1692,5908,1
TAMIL NADU,VILLUPURAM,2004,68,78,4,55,0,55,56,44,12,5,4,21,111,390,109,281,275,9,30,3,31,620,5,87,13,59,0,480,4155,6559,1
TRIPURA,WEST,2004,97,13,0,48,0,48,25,8,17,12,0,13,63,111,37,74,58,3,7,6,3,160,11,26,0,103,0,0,417,1176,1
UTTAR PRADESH,AGRA,2004,125,153,21,32,0,32,156,106,50,10,1,61,196,1053,570,483,217,134,174,17,10,528,70,87,89,282,0,359,1265,5040,1
UTTAR PRADESH,ALIGARH,2004,193,218,26,58,0,58,128,87,41,18,0,111,114,804,345,459,192,87,148,1,72,322,36,45,31,228,0,307,745,3884,1
UTTAR PRADESH,ALLAHABAD,2004,144,148,40,23,0,23,79,53,26,6,1,55,238,579,260,319,174,83,155,7,26,346,57,24,35,148,0,301,1294,3963,1
UTTAR PRADESH,AZAMGARH,2004,110,63,24,16,0,16,47,37,10,8,0,90,96,141,44,97,109,26,69,8,3,321,27,23,10,150,0,4,694,2039,1
UTTAR PRADESH,BADAUN,2004,212,215,39,35,0,35,96,43,53,13,0,60,86,262,30,232,39,17,33,1,22,242,50,47,19,37,0,5,962,2492,1
UTTAR PRADESH,BAREILLY,2004,214,200,23,41,0,41,117,84,33,27,4,97,158,609,188,421,113,63,187,10,2,587,44,76,73,201,3,296,972,4117,1
UTTAR PRADESH,BULANDSHAHAR,2004,199,140,31,40,0,40,90,69,21,3,1,78,78,411,108,303,74,32,60,2,6,32,36,51,114,106,0,152,1075,2811,1
UTTAR PRADESH,ETAH,2004,148,216,29,26,0,26,63,26,37,10,0,40,67,224,106,118,67,37,52,2,19,306,47,44,7,61,0,138,632,2235,1
UTTAR PRADESH,ETAWAH,2004,71,75,14,9,0,9,63,25,38,1,0,27,40,114,52,62,29,17,27,1,3,75,13,15,10,46,0,132,624,1406,1
UTTAR PRADESH,FATEHGARH,2004,89,85,12,10,0,10,40,27,13,3,2,34,31,80,36,44,21,14,35,2,1,60,21,13,14,35,0,11,216,829,1
UTTAR PRADESH,FIROZABAD,2004,123,127,21,10,0,10,89,37,52,11,1,70,73,411,177,234,65,31,42,0,9,362,48,33,33,89,0,0,677,2325,1
UTTAR PRADESH,GHAZIABAD,2004,190,160,36,25,0,25,118,88,30,3,16,65,135,1523,893,630,65,95,174,4,3,76,35,31,94,142,0,389,1234,4613,1
UTTAR PRADESH,GORAKHPUR,2004,98,84,38,24,0,24,51,37,14,8,0,47,191,357,181,176,115,59,84,0,0,266,25,26,43,79,0,271,662,2528,1
UTTAR PRADESH,HARDOI,2004,116,72,28,37,0,37,58,50,8,1,0,35,71,229,25,204,19,22,43,1,0,327,44,68,76,64,0,151,632,2094,1
UTTAR PRADESH,HATHRAS,2004,66,90,14,16,0,16,40,26,14,17,0,56,70,228,56,172,99,34,43,0,0,180,24,39,21,134,0,6,606,1783,1
UTTAR PRADESH,JALAUN,2004,88,55,11,7,0,7,49,13,36,4,1,21,44,125,44,81,23,12,23,1,5,11,28,17,22,20,0,87,430,1084,1
UTTAR PRADESH,KANPUR NAGAR,2004,149,126,36,20,0,20,109,83,26,5,5,62,161,938,634,304,96,98,211,7,6,402,46,40,239,202,0,361,1207,4526,1
UTTAR PRADESH,KHIRI,2004,113,118,24,43,0,43,76,64,12,3,4,34,84,350,80,270,58,23,93,1,3,487,58,52,105,121,0,24,796,2670,1
UTTAR PRADESH,LUCKNOW,2004,173,135,27,46,0,46,164,135,29,12,3,109,479,2279,1042,1237,150,199,325,19,7,71,48,64,152,272,0,358,2320,7412,1
UTTAR PRADESH,MAINPURI,2004,127,117,14,8,0,8,49,36,13,8,0,47,44,176,66,110,64,13,39,3,0,216,35,13,3,34,0,8,569,1587,1
UTTAR PRADESH,MATHURA,2004,96,95,16,24,0,24,34,24,10,7,1,51,52,388,188,200,80,66,76,7,10,129,22,35,42,57,0,212,727,2227,1
UTTAR PRADESH,MEERUT,2004,225,179,19,33,0,33,137,87,50,21,5,146,149,1192,598,594,131,80,128,7,3,61,19,52,153,279,0,209,1070,4298,1
UTTAR PRADESH,MORADABAD,2004,194,153,26,57,0,57,98,83,15,18,4,89,140,527,194,333,89,55,148,10,5,62,27,66,126,265,0,115,1390,3664,1
UTTAR PRADESH,MUZAFFARNAGAR,2004,253,163,21,44,0,44,90,59,31,8,3,93,95,563,207,356,91,50,88,0,0,10,23,34,103,73,0,112,976,2893,1
UTTAR PRADESH,PILIBHIT,2004,74,60,17,28,0,28,54,39,15,11,0,27,35,165,32,133,37,19,83,2,1,7,21,37,52,163,0,43,701,1637,1
UTTAR PRADESH,RAIBAREILLY,2004,74,62,32,42,0,42,52,43,9,4,1,26,66,220,38,182,52,32,50,1,0,341,23,54,33,101,0,10,578,1854,1
UTTAR PRADESH,SAHARANPUR,2004,93,117,24,22,0,22,52,1,51,4,0,47,89,477,171,306,84,46,154,4,0,3,19,28,70,173,0,0,971,2477,1
UTTAR PRADESH,SHAHJAHANPUR,2004,137,166,34,31,0,31,89,53,36,10,2,48,82,216,49,167,34,38,55,1,9,200,41,49,24,21,0,64,815,2166,1
UTTAR PRADESH,SITAPUR,2004,152,131,35,72,0,72,104,83,21,2,0,73,140,460,53,407,97,57,81,3,23,292,71,73,34,79,0,82,978,3039,1
UTTAR PRADESH,UNNAO,2004,123,107,23,45,0,45,62,52,10,3,0,36,49,151,30,121,59,25,24,1,2,308,29,37,26,78,0,163,566,1917,1
UTTAR PRADESH,VARANASI,2004,80,66,36,15,0,15,35,20,15,2,2,56,132,570,372,198,52,51,46,6,1,161,30,7,53,52,0,0,756,2209,1
UTTARAKHAND,HARIDWAR,2004,56,66,3,33,0,33,54,37,17,13,1,41,106,401,136,265,87,40,97,2,3,273,10,28,43,118,0,121,313,1909,1
WEST BENGAL,24 PARGANAS NORTH,2004,177,43,50,176,0,176,180,124,56,32,72,72,60,2196,701,1495,208,37,130,19,0,121,55,154,4,810,0,3,4228,8827,1
WEST BENGAL,24 PARGANAS SOUTH,2004,130,3,54,122,0,122,103,100,3,13,8,33,12,1597,288,1309,231,1,114,3,16,36,43,101,3,966,0,27,3507,7123,1
WEST BENGAL,BURDWAN,2004,110,10,26,92,0,92,56,52,4,10,79,22,45,382,60,322,209,12,62,4,6,98,40,56,2,230,0,260,2329,4140,1
