STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
UTTAR PRADESH,LALITPUR,2002,18,11,8,10,0,10,2,1,1,9,0,1,23,48,15,33,20,9,13,0,1,26,9,14,13,5,0,35,309,584,0
UTTAR PRADESH,MAHARAJGANJ,2002,46,20,19,13,0,13,10,0,10,1,0,4,28,39,4,35,40,9,18,1,4,85,6,15,11,10,0,73,227,679,0
UTTAR PRADESH,MAHOBA,2002,41,8,8,5,0,5,7,0,7,5,0,17,52,57,11,46,13,6,14,0,10,41,13,21,5,0,0,34,236,593,0
UTTAR PRADESH,MAU,2002,46,45,10,15,0,15,26,23,3,6,0,27,64,73,8,65,87,17,31,1,10,121,6,29,22,41,0,73,369,1119,0
UTTAR PRADESH,MIRZAPUR,2002,46,35,13,7,0,7,17,11,6,5,0,12,38,108,20,88,31,21,19,3,0,123,15,15,8,28,0,126,232,902,0
UTTAR PRADESH,PRATAPGARH,2002,64,87,17,18,0,18,25,16,9,8,1,21,55,113,24,89,75,20,57,1,0,336,27,18,4,36,0,88,791,1862,0
UTTAR PRADESH,RAIBAREILLY,2002,75,56,23,35,0,35,40,35,5,2,0,24,98,245,25,220,70,44,44,1,13,324,26,46,22,110,0,123,688,2109,0
UTTAR PRADESH,SANT KABIRNAGAR,2002,22,18,4,4,0,4,12,0,12,2,0,4,16,39,9,30,14,11,17,0,0,100,6,6,3,16,0,31,93,418,0
UTTAR PRADESH,SHRAWASTI,2002,18,25,9,3,0,3,6,5,1,2,1,7,37,59,6,53,18,5,19,0,0,46,3,16,19,12,0,26,157,488,0
UTTAR PRADESH,SIDHARTHNAGAR,2002,15,10,9,6,0,6,21,18,3,1,1,8,43,39,8,31,16,12,39,3,2,77,6,19,4,11,0,49,204,595,0
UTTAR PRADESH,SONBHADRA,2002,33,29,13,5,0,5,7,5,2,1,0,9,36,70,15,55,13,8,16,0,4,104,8,8,8,8,0,87,90,557,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2002,29,15,7,0,0,0,5,2,3,1,0,10,35,65,28,37,18,9,9,0,1,84,4,1,1,18,0,72,148,532,0
UTTARAKHAND,ALMORA,2002,17,14,3,3,0,3,2,2,0,2,0,14,22,55,1,54,12,5,7,0,8,68,11,7,1,6,0,18,49,324,0
UTTARAKHAND,BAGESHWAR,2002,4,1,0,5,0,5,3,3,0,0,0,9,2,22,1,21,0,2,7,0,0,16,2,0,0,7,0,4,45,129,0
UTTARAKHAND,CHAMOLI,2002,15,7,1,4,0,4,6,5,1,2,0,6,27,18,3,15,21,0,3,0,2,14,5,12,7,4,0,21,52,227,0
UTTARAKHAND,CHAMPAWAT,2002,6,4,0,2,0,2,4,4,0,0,0,1,8,14,4,10,2,0,1,0,0,12,1,3,0,0,0,3,31,92,0
UTTARAKHAND,DEHRADUN,2002,39,37,15,12,0,12,62,50,12,4,3,22,139,294,110,184,71,35,121,2,3,75,5,11,29,79,0,151,568,1777,0
UTTARAKHAND,NAINITAL,2002,34,32,4,5,0,5,13,13,0,3,0,17,75,164,48,116,35,10,27,0,2,79,5,11,4,36,1,59,190,806,0
UTTARAKHAND,PAURI GARHWAL,2002,20,18,0,6,0,6,11,10,1,2,0,13,62,57,5,52,11,9,13,0,5,71,5,7,0,14,0,31,71,426,0
UTTARAKHAND,PITHORAGARH,2002,6,5,3,3,0,3,0,0,0,0,0,4,8,20,1,19,12,2,4,0,0,7,3,7,5,4,0,0,178,271,0
UTTARAKHAND,RUDRA PRAYAG,2002,9,5,0,0,0,0,1,1,0,1,0,6,14,13,0,13,15,1,1,0,5,22,4,7,0,1,0,6,9,120,0
UTTARAKHAND,TEHRI GARHWAL,2002,7,11,0,3,0,3,5,5,0,1,0,2,19,35,2,33,6,12,7,0,2,42,3,10,0,10,0,27,81,283,0
UTTARAKHAND,UDHAMSINGH NAGAR,2002,54,39,12,14,0,14,22,19,3,12,0,30,64,221,43,178,26,20,38,1,5,139,11,24,18,41,0,0,466,1257,0
UTTARAKHAND,UTTARKASHI,2002,6,6,3,9,0,9,6,5,1,0,0,4,24,22,6,16,17,1,5,0,0,8,0,5,3,12,0,0,105,236,0
WEST BENGAL,ASANSOL,2002,11,0,4,1,0,1,3,0,3,0,34,5,1,39,15,24,8,7,9,0,1,2,2,1,0,28,0,1,206,363,0
WEST BENGAL,BANKURA,2002,39,27,14,19,0,19,12,11,1,12,11,9,6,215,5,210,61,3,19,2,5,45,20,22,0,85,0,145,434,1205,0
WEST BENGAL,BIRBHUM,2002,57,21,23,36,0,36,28,22,6,3,32,11,5,195,34,161,150,11,3,2,12,87,1,50,0,175,0,182,926,2010,0
WEST BENGAL,COOCHBEHAR,2002,30,1,7,43,0,43,42,41,1,4,3,10,9,123,20,103,39,0,14,4,1,130,5,39,1,155,0,0,486,1146,0
WEST BENGAL,DAKSHIN DINAJPUR,2002,23,0,16,20,0,20,26,24,2,2,36,1,3,86,12,74,35,0,7,1,1,37,14,31,0,61,0,18,696,1114,0
WEST BENGAL,DARJEELING,2002,63,0,22,22,0,22,23,23,0,10,29,24,6,476,117,359,25,0,7,5,2,102,1,21,1,55,0,437,550,1881,0
WEST BENGAL,HOOGHLY,2002,77,6,25,32,0,32,36,35,1,5,105,13,13,438,62,376,309,5,61,1,0,246,5,26,2,328,0,138,902,2773,0
WEST BENGAL,HOWRAH,2002,18,2,11,6,0,6,8,6,2,8,15,8,3,120,38,82,64,11,62,0,8,112,9,9,0,65,0,119,701,1359,0
WEST BENGAL,HOWRAH CITY,2002,24,3,9,10,0,10,24,20,4,4,102,16,2,283,106,177,43,16,45,3,5,117,5,7,0,71,0,122,347,1258,0
WEST BENGAL,HOWRAH G.R.P.,2002,9,7,0,3,0,3,1,0,1,1,23,10,0,316,0,316,9,0,2,1,0,0,0,5,0,1,0,0,121,509,0
WEST BENGAL,KHARAGPUR G.R.P.,2002,3,3,0,0,0,0,1,1,0,3,8,6,0,124,0,124,5,0,0,0,0,0,0,0,0,0,0,1,31,185,0
WEST BENGAL,MALDA,2002,53,32,32,33,0,33,39,15,24,3,16,8,1,283,47,236,28,15,11,7,0,72,5,60,3,69,0,140,701,1611,0
WEST BENGAL,PURAB MIDNAPUR,2002,38,1,18,25,0,25,42,42,0,7,10,11,9,157,10,147,136,2,3,1,2,0,39,10,0,175,0,0,1260,1946,0
WEST BENGAL,PURULIA,2002,41,0,8,15,0,15,14,14,0,6,13,15,3,230,3,227,53,9,24,0,3,0,4,51,0,92,0,0,577,1158,0
WEST BENGAL,SEALDAH G.R.P.,2002,22,4,3,0,0,0,4,0,4,2,6,14,0,246,0,246,10,0,4,0,0,0,0,1,0,0,0,0,94,410,0
WEST BENGAL,SILIGURI G.R.P.,2002,4,0,0,0,0,0,1,1,0,2,1,1,0,89,0,89,0,0,1,0,0,0,0,1,0,0,0,0,30,130,0
WEST BENGAL,UTTAR DINAJPUR,2002,38,26,17,20,0,20,26,14,12,10,10,5,6,232,22,210,48,14,10,3,8,30,10,26,0,66,1,178,541,1325,0
A & N ISLANDS,ANDAMAN,2002,14,3,0,1,0,1,2,1,1,1,0,7,47,46,2,44,11,4,11,0,2,92,0,16,3,4,0,0,316,580,0
A & N ISLANDS,NICOBAR,2002,3,0,1,1,0,1,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,5,0,1,0,0,0,0,12,28,0
CHANDIGARH,CHANDIGARH,2002,31,35,7,18,0,18,54,47,7,1,1,26,336,1647,617,1030,78,35,181,5,5,107,1,36,28,56,0,7,1111,3806,0
D & N HAVELI,D and N HAVELI,2002,11,2,0,4,0,4,9,5,4,3,0,1,38,75,38,37,5,12,10,0,2,29,0,3,0,3,0,0,142,349,0
DAMAN & DIU,DAMAN,2002,7,1,0,0,0,0,2,1,1,1,0,0,51,46,31,15,14,5,10,0,2,16,0,0,0,3,0,0,53,211,0
DAMAN & DIU,DIU,2002,1,2,0,0,0,0,1,1,0,1,0,1,5,10,4,6,2,0,0,0,0,2,0,0,0,0,0,0,25,50,0
DELHI UT,CENTRAL,2002,23,38,7,22,0,22,71,57,14,1,1,39,143,1356,453,903,8,46,143,4,1,108,2,41,17,6,0,20,1481,3578,0
DELHI UT,G.R.P.(RLY),2002,2,4,0,0,0,0,3,0,3,1,0,12,0,1280,21,1259,0,4,22,0,0,10,0,3,0,0,0,0,66,1407,0
DELHI UT,I.G.I. AIRPORT,2002,4,0,1,0,0,0,1,1,0,0,0,2,1,52,8,44,1,4,576,0,0,0,0,2,2,0,0,1,77,724,0
DELHI UT,NEW DELHI,2002,6,8,1,8,0,8,20,12,8,0,2,20,54,1149,347,802,10,24,266,10,2,45,0,11,15,2,0,101,652,2406,0
DELHI UT,S.T.F.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,SPL CELL,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,15,44,0
LAKSHADWEEP,LAKSHADWEEP,2002,0,0,0,1,0,1,0,0,0,0,0,0,9,12,0,12,18,0,0,0,2,5,0,1,0,0,0,0,5,53,0
PUDUCHERRY,PONDICHERRY,2002,29,43,2,6,0,6,10,6,4,2,0,6,129,526,258,268,193,11,31,3,22,1093,5,59,26,9,0,190,2042,4437,0
ANDHRA PRADESH,CUDDAPAH,2003,95,7,4,10,0,10,37,28,9,4,0,9,109,199,33,166,74,17,65,8,35,815,5,104,31,60,0,267,1492,3447,0
ANDHRA PRADESH,GUNTAKAL RLY.,2003,4,0,0,1,0,1,1,1,0,0,0,5,0,209,0,209,0,0,0,6,0,9,0,2,0,0,0,2,129,368,0
ANDHRA PRADESH,RANGA REDDY,2003,65,30,3,14,0,14,23,14,9,0,0,10,135,134,2,132,32,5,47,0,35,837,12,71,12,113,0,128,274,1980,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2003,10,0,0,0,0,0,0,0,0,4,0,5,0,413,0,413,6,0,2,26,0,7,0,0,0,0,0,0,63,536,0
ANDHRA PRADESH,SRIKAKULAM,2003,39,32,4,9,0,9,8,4,4,7,0,4,102,167,20,147,43,25,71,2,24,654,7,58,44,147,0,215,1001,2663,0
ANDHRA PRADESH,VIJAYAWADA,2003,34,58,0,27,0,27,63,45,18,5,0,61,876,3417,351,3066,17,54,816,27,21,2101,7,170,146,1208,0,249,727,10084,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,2,0,360,2,358,0,0,6,2,1,11,0,0,3,0,0,9,36,430,0
ANDHRA PRADESH,VISAKHA RURAL,2003,61,5,1,15,0,15,15,15,0,0,1,6,115,194,0,194,30,15,58,6,35,654,3,54,16,89,0,227,999,2599,0
ANDHRA PRADESH,VISAKHAPATNAM,2003,19,21,0,9,0,9,30,20,10,4,0,5,281,532,174,358,1,81,290,24,3,362,3,11,30,146,0,195,1214,3261,0
ANDHRA PRADESH,VIZIANAGARAM,2003,30,16,1,6,0,6,3,0,3,1,0,8,106,134,1,133,13,25,33,5,0,436,4,34,25,127,0,162,981,2150,0
ARUNACHAL PRADESH,CHANGLANG,2003,10,1,0,4,0,4,7,7,0,4,0,0,16,19,0,19,1,1,1,0,3,33,0,0,0,2,0,0,43,145,0
ARUNACHAL PRADESH,DIBANG VALLEY,2003,1,1,0,2,0,2,1,1,0,2,0,6,15,13,0,13,1,1,2,0,0,38,0,1,0,5,0,0,27,116,0
ARUNACHAL PRADESH,K/KUMEY,2003,4,1,0,0,0,0,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,5,25,0
ARUNACHAL PRADESH,KAMENG EAST,2003,4,0,0,0,0,0,2,2,0,0,0,5,15,11,0,11,1,0,0,0,0,33,0,10,0,1,0,0,19,101,0
ARUNACHAL PRADESH,KAMENG WEST,2003,7,1,0,1,0,1,0,0,0,1,0,2,11,11,0,11,0,0,0,2,0,22,0,0,0,0,0,0,25,83,0
ARUNACHAL PRADESH,LOHIT,2003,16,0,0,1,0,1,15,14,1,4,0,2,26,25,0,25,0,2,2,0,0,30,0,5,0,1,0,0,60,189,0
ARUNACHAL PRADESH,PAPUM PARE,2003,9,2,0,3,0,3,10,8,2,11,0,11,56,110,38,72,1,10,2,0,0,67,0,7,0,1,0,0,105,405,0
ARUNACHAL PRADESH,SIANG EAST,2003,6,2,0,9,0,9,10,9,1,4,0,13,22,46,4,42,0,1,7,1,1,40,0,4,0,1,0,0,65,232,0
ARUNACHAL PRADESH,SIANG UPPER,2003,4,2,1,1,0,1,1,1,0,0,0,0,8,16,0,16,0,1,0,0,0,12,0,0,0,0,0,0,9,55,0
ARUNACHAL PRADESH,SIANG WEST,2003,5,2,0,5,0,5,5,4,1,2,0,2,22,50,5,45,2,7,4,0,0,57,0,6,0,1,0,0,87,257,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,3,3,1,3,0,3,4,0,4,4,0,5,20,17,2,15,1,2,1,1,1,11,0,0,0,0,0,0,46,123,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,4,1,0,1,0,1,2,2,0,2,0,7,15,11,0,11,0,0,0,1,3,35,0,0,0,0,0,0,36,118,0
ARUNACHAL PRADESH,TAWANG,2003,0,0,0,0,0,0,0,0,0,0,0,1,12,14,1,13,0,0,0,2,0,6,0,1,0,0,0,0,13,49,0
ARUNACHAL PRADESH,TIRAP,2003,2,3,1,1,0,1,8,0,8,2,0,5,13,25,0,25,0,3,2,0,2,33,0,9,0,2,0,0,35,146,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0
ASSAM,BONGAIGAON,2003,27,9,2,27,0,27,46,40,6,22,0,15,68,93,0,93,75,11,17,0,1,73,6,10,0,61,0,44,165,772,0
ASSAM,C.I.D.,2003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,18,24,0
ASSAM,DHEMAJI,2003,20,18,0,43,0,43,25,10,15,3,0,13,31,94,0,94,24,10,14,1,38,195,0,14,0,44,0,28,147,762,0
ASSAM,G.R.P.,2003,4,0,0,0,0,0,1,1,0,6,0,3,0,55,0,55,7,0,1,0,0,10,0,1,0,0,0,0,94,182,0
ASSAM,GOALPARA,2003,30,23,3,60,0,60,51,47,4,31,1,11,5,159,0,159,118,8,28,5,11,62,2,36,0,152,0,33,269,1098,0
ASSAM,HAILAKANDI,2003,25,18,0,27,0,27,43,35,8,5,0,6,73,80,3,77,114,6,13,5,24,136,2,29,2,30,0,11,142,791,0
ASSAM,JORHAT,2003,46,7,0,40,0,40,28,28,0,6,0,14,59,189,3,186,74,26,21,2,20,161,0,26,0,23,0,44,345,1131,0
ASSAM,KAMRUP,2003,24,18,0,48,0,48,51,23,28,20,0,14,71,190,0,190,71,17,42,1,8,76,0,6,0,10,0,67,521,1255,0
ASSAM,KARBI ANGLONG,2003,67,12,0,16,0,16,37,13,24,8,0,14,23,113,18,95,34,6,2,2,19,45,0,14,0,4,0,22,181,619,0
ASSAM,KARIMGANJ,2003,31,19,0,29,0,29,47,40,7,9,2,5,71,104,8,96,215,20,18,1,28,60,5,4,0,84,0,29,138,919,0
ASSAM,KOKRAJHAR,2003,46,23,1,22,0,22,40,31,9,4,0,8,50,75,0,75,49,14,17,1,5,114,2,28,0,37,0,72,115,723,0
ASSAM,MORIGAON,2003,14,7,3,35,0,35,49,46,3,10,0,7,65,80,1,79,75,7,21,1,5,83,1,34,0,26,0,44,294,861,0
ASSAM,N.C.HILLS,2003,19,10,0,0,0,0,13,10,3,3,0,12,0,40,0,40,4,1,2,1,25,20,0,2,0,16,0,3,41,212,0
ASSAM,NALBARI,2003,35,32,1,33,0,33,64,43,21,23,0,28,69,130,2,128,14,11,21,1,15,295,0,18,0,23,0,38,364,1215,0
ASSAM,R.P.O.,2003,2,0,0,5,0,5,0,0,0,3,0,1,0,2,0,2,5,0,0,0,0,3,0,1,0,5,0,0,3,30,0
ASSAM,TINSUKIA,2003,79,3,0,32,0,32,33,33,0,28,0,19,88,199,17,182,183,16,13,3,18,74,2,14,0,23,0,3,265,1095,0
BIHAR,ARWAL,2003,30,25,6,3,0,3,9,0,9,11,1,5,10,36,0,36,59,2,1,0,15,58,19,0,0,13,0,7,287,597,0
BIHAR,AURANGABAD,2003,84,52,0,18,0,18,26,6,20,18,0,39,70,127,5,122,145,9,6,0,13,51,25,6,0,19,0,70,1551,2329,0
BIHAR,BAGAHA,2003,30,23,9,21,0,21,40,10,30,4,0,13,28,90,0,90,97,6,36,7,11,44,4,3,0,6,0,6,454,932,0
BIHAR,BANKA,2003,89,18,5,19,0,19,25,14,11,40,1,28,49,89,1,88,174,14,7,0,15,1,19,5,1,9,0,27,615,1250,0
BIHAR,BHABHUA,2003,76,77,1,11,0,11,40,11,29,24,1,34,58,166,14,152,156,24,38,3,20,141,21,6,0,13,0,44,282,1236,0
BIHAR,BUXAR,2003,61,173,9,12,0,12,26,7,19,25,0,27,66,199,2,197,108,15,17,0,16,189,14,6,0,27,1,48,128,1167,0
BIHAR,GOPALGANJ,2003,65,78,6,12,0,12,34,13,21,9,2,27,46,89,15,74,164,5,55,0,4,3,14,0,6,34,0,79,1273,2005,0
BIHAR,JAMALPUR RLY.,2003,9,1,0,1,0,1,4,0,4,9,2,7,0,137,2,135,13,1,6,0,1,25,0,0,0,0,0,0,21,237,0
BIHAR,JAMUI,2003,64,25,0,24,0,24,34,7,27,32,0,25,50,81,2,79,115,0,9,0,10,127,11,12,0,34,0,35,367,1055,0
BIHAR,JEHANABAD,2003,64,101,1,9,0,9,40,5,35,33,0,35,40,146,7,139,79,13,40,0,18,24,16,0,0,34,0,20,967,1680,0
BIHAR,KATIHAR RLY.,2003,7,0,2,0,0,0,10,6,4,11,2,16,6,257,3,254,16,3,9,1,1,0,3,2,0,4,0,1,173,524,0
BIHAR,KISHANGANJ,2003,27,4,6,17,0,17,39,38,1,12,0,11,43,96,3,93,127,8,11,0,1,155,5,2,0,20,0,10,365,959,0
BIHAR,LAKHISARAI,2003,56,26,2,7,0,7,39,4,35,7,2,26,13,56,5,51,48,2,0,0,4,0,10,0,0,6,0,24,454,782,0
BIHAR,MADHEPURA,2003,62,14,6,8,0,8,24,5,19,20,0,29,19,58,7,51,105,11,12,0,7,3,6,2,0,8,0,19,588,1001,0
BIHAR,MUNGER,2003,80,28,1,7,0,7,47,7,40,4,5,24,35,148,11,137,231,15,38,0,8,124,6,16,0,63,0,35,962,1877,0
BIHAR,MUZAFFARPUR RLY.,2003,19,9,0,3,0,3,6,4,2,15,4,11,5,324,10,314,11,0,20,1,0,35,1,4,0,0,0,4,122,594,0
BIHAR,NAUGACHIA,2003,47,23,0,12,0,12,29,2,27,4,1,10,16,48,33,15,83,2,3,2,4,4,8,1,0,8,0,47,341,693,0
BIHAR,PATNA RLY.,2003,24,17,0,2,0,2,5,0,5,44,3,31,5,763,19,744,7,2,10,0,0,0,0,7,0,3,0,7,189,1119,0
BIHAR,SAHARSA,2003,47,69,2,11,0,11,25,11,14,9,0,29,29,86,13,73,144,14,23,0,8,145,13,14,0,3,0,29,304,1004,0
BIHAR,SHEIKHPURA,2003,36,12,1,5,0,5,21,1,20,6,0,8,10,40,0,40,71,19,30,0,0,0,6,0,0,0,0,0,452,717,0
BIHAR,SHEOHAR,2003,12,19,3,8,0,8,11,3,8,6,1,4,6,16,1,15,31,3,16,1,1,0,7,3,0,11,0,0,251,410,0
BIHAR,SUPAUL,2003,40,27,3,22,0,22,21,5,16,36,0,35,25,64,8,56,182,15,32,0,6,128,6,6,0,19,1,9,569,1246,0
CHHATTISGARH,BALRAMPUR,2003,22,19,0,24,0,24,4,0,4,13,1,11,51,34,3,31,16,0,1,0,7,29,3,29,3,15,0,12,194,488,0
CHHATTISGARH,BIZAPUR,2003,23,38,0,8,0,8,2,2,0,32,0,3,8,12,11,1,13,0,0,0,8,29,0,5,0,1,0,6,77,265,0
CHHATTISGARH,DANTEWARA,2003,44,35,0,12,0,12,6,3,3,8,0,5,56,29,7,22,15,0,7,0,3,75,0,14,0,4,0,33,259,605,0
CHHATTISGARH,DHAMTARI,2003,14,7,0,32,0,32,8,7,1,0,0,4,104,118,37,81,21,2,18,1,7,88,3,71,8,8,0,58,840,1412,0
CHHATTISGARH,GRP RAIPUR,2003,1,3,0,1,0,1,2,2,0,0,0,2,5,198,5,193,1,0,1,1,0,12,0,1,2,1,0,0,96,327,0
CHHATTISGARH,JAGDALPUR,2003,51,34,3,71,0,71,12,12,0,5,0,18,172,108,32,76,40,1,17,0,8,181,0,72,4,8,0,0,1118,1923,0
CHHATTISGARH,JANJGIR,2003,30,23,0,47,0,47,8,5,3,1,0,19,171,175,27,148,55,3,28,2,10,380,3,84,8,42,0,58,586,1733,0
CHHATTISGARH,JASHPUR,2003,40,11,5,33,0,33,3,3,0,3,1,20,49,49,14,35,12,3,4,0,1,107,0,39,1,3,0,49,271,704,0
CHHATTISGARH,KABIRDHAM,2003,12,11,0,24,0,24,3,2,1,0,0,3,69,59,3,56,28,0,7,0,3,273,1,59,4,10,0,24,279,869,0
CHHATTISGARH,KANKER,2003,34,35,0,29,0,29,5,4,1,21,0,9,51,38,4,34,16,1,4,0,9,48,0,30,0,7,0,38,499,874,0
CHHATTISGARH,KORBA,2003,32,17,0,37,0,37,7,6,1,1,2,8,239,305,76,229,71,5,28,1,8,131,4,97,14,40,0,105,1509,2661,0
CHHATTISGARH,KORIYA,2003,41,12,1,40,0,40,4,4,0,5,0,6,175,99,15,84,26,1,9,0,5,144,0,66,1,24,0,37,617,1313,0
CHHATTISGARH,MAHASAMUND,2003,21,11,5,30,0,30,3,3,0,1,0,6,130,123,21,102,24,1,8,0,0,206,2,39,2,24,0,109,667,1412,0
CHHATTISGARH,NARAYANPUR,2003,11,13,0,3,0,3,1,1,0,7,0,1,9,10,3,7,0,2,0,0,5,9,0,0,0,1,0,7,35,114,0
CHHATTISGARH,RAIGARH,2003,46,27,0,36,0,36,15,15,0,1,4,34,224,239,30,209,56,12,19,2,11,154,2,94,6,32,0,93,834,1941,0
CHHATTISGARH,RAJNANDGAON,2003,36,26,6,60,0,60,8,6,2,7,0,16,214,150,49,101,32,5,25,3,13,113,13,67,2,28,0,0,1423,2247,0
GOA,NORTH GOA,2003,22,8,3,22,0,22,8,8,0,5,0,12,180,273,79,194,34,32,70,2,14,101,1,11,4,9,0,87,432,1330,0
GOA,SOUTH GOA,2003,12,17,3,9,0,9,6,5,1,0,0,9,77,191,53,138,13,28,36,1,4,97,1,8,3,15,0,77,307,914,0
GUJARAT,AHMEDABAD RURAL,2003,38,11,1,3,0,3,18,13,5,15,0,21,97,249,70,179,54,50,22,6,8,357,1,18,0,61,0,216,1392,2638,0
GUJARAT,AHWA-DANG,2003,6,1,0,0,0,0,0,0,0,1,0,2,2,5,0,5,4,2,0,3,1,19,0,2,0,3,0,10,43,104,0
GUJARAT,AMRELI,2003,19,11,0,6,0,6,28,28,0,0,0,26,88,164,50,114,27,30,16,19,8,328,0,24,1,98,0,80,967,1940,0
GUJARAT,ANAND,2003,28,21,2,5,0,5,36,32,4,10,1,19,170,432,129,303,40,60,65,9,13,518,0,24,3,130,0,194,1732,3512,0
GUJARAT,BHARUCH,2003,43,9,0,5,0,5,28,25,3,11,0,31,120,470,178,292,27,101,37,7,26,359,0,19,1,69,0,184,1246,2793,0
GUJARAT,DAHOD,2003,43,7,0,0,0,0,19,19,0,26,1,69,88,122,49,73,37,18,2,8,39,275,0,22,0,15,0,0,746,1537,0
GUJARAT,GANDHINAGAR,2003,23,12,0,0,0,0,34,28,6,5,0,64,157,617,231,386,66,27,32,7,13,332,2,25,2,113,0,184,1665,3380,0
GUJARAT,HIMATNAGAR,2003,42,12,1,6,0,6,44,44,0,14,0,30,200,331,79,252,58,64,70,16,23,339,2,47,1,160,0,191,2531,4182,0
GUJARAT,JAMNAGAR,2003,34,19,1,10,0,10,27,21,6,2,0,19,232,388,129,259,40,33,34,15,29,342,0,20,0,150,0,0,1830,3225,0
GUJARAT,JUNAGADH,2003,52,20,0,13,0,13,47,41,6,14,0,37,243,628,174,454,95,64,104,14,39,449,6,40,8,312,0,158,2489,4832,0
GUJARAT,KHEDA NORTH,2003,46,13,2,11,0,11,49,46,3,11,0,18,149,366,80,286,42,85,72,18,16,431,0,27,0,125,0,203,1943,3627,0
GUJARAT,KUTCH,2003,30,22,2,7,0,7,25,23,2,12,0,29,240,285,100,185,57,18,47,5,16,425,0,26,4,165,0,196,1661,3272,0
GUJARAT,MEHSANA,2003,37,31,0,7,0,7,57,52,5,13,2,53,251,699,147,552,93,53,91,8,16,1166,0,34,1,207,0,122,1848,4789,0
GUJARAT,NARMADA,2003,13,1,0,4,0,4,3,3,0,4,0,0,21,32,3,29,9,15,3,0,4,83,0,4,0,7,0,35,239,477,0
GUJARAT,NAVSARI,2003,26,7,0,2,0,2,10,9,1,4,0,7,86,138,57,81,16,50,24,6,1,105,0,6,0,15,0,0,899,1402,0
GUJARAT,PALANPUR,2003,38,20,1,20,0,20,42,39,3,6,0,44,234,331,59,272,77,39,98,16,18,1267,0,47,1,135,0,125,1229,3788,0
GUJARAT,PANCHMAHAL,2003,45,8,1,11,0,11,31,31,0,35,0,25,109,337,76,261,51,38,24,8,37,338,0,34,2,74,0,0,984,2192,0
GUJARAT,PATAN,2003,17,11,1,2,0,2,15,15,0,3,0,9,99,232,37,195,64,50,38,6,9,361,0,21,0,112,0,70,1237,2357,0
GUJARAT,PORBANDAR,2003,8,6,1,1,0,1,7,5,2,0,0,2,35,78,31,47,14,67,15,4,2,100,0,7,1,44,0,33,533,958,0
GUJARAT,RAJKOT COMMR.,2003,37,12,1,5,0,5,34,30,4,7,0,51,350,1525,655,870,98,38,77,10,16,357,5,8,13,158,0,87,1913,4802,0
GUJARAT,RAJKOT RURAL,2003,38,23,1,14,0,14,48,38,10,9,0,34,210,457,111,346,78,61,11,8,47,432,4,35,4,174,0,206,2425,4319,0
GUJARAT,SURAT RURAL,2003,52,11,0,11,0,11,16,9,7,6,0,14,99,203,71,132,32,45,39,7,16,280,0,21,0,204,0,305,795,2156,0
GUJARAT,SURENDRANAGAR,2003,25,14,0,16,0,16,32,25,7,9,1,19,130,288,56,232,57,113,22,13,16,983,6,42,2,53,0,166,1044,3051,0
GUJARAT,VADODARA COMMR.,2003,38,28,1,8,0,8,36,31,5,6,0,44,434,1385,692,693,195,97,197,2,20,366,0,17,5,136,0,123,2574,5712,0
GUJARAT,VALSAD,2003,31,7,4,5,0,5,13,10,3,22,0,27,234,369,143,226,33,54,47,7,13,214,0,7,0,37,0,0,1357,2481,0
GUJARAT,W.RLY,2003,9,4,0,2,0,2,4,2,2,10,0,89,21,1178,0,1178,5,17,11,2,0,27,0,9,0,4,0,4,157,1553,0
